,Unnamed: 0,id,fecha_de_i,fecha_fina,fechaasign,fechalegal,nombreunid,codestado,codtrabajo,actividad,barrio,com1,com2,causal,orden,solicitud,cliente,producto,consecruta,codruta,x,y,id_download,sentinel_img_date,landsat_img_date,date_diff_img,date_diff_leak,sentinel_cloud,landsat_cloud,rmse
451,451,27087.0,2020-11-27,2020-11-27,2020-12-02,2020-12-02,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,VALLE DE LOS CACTUS FRACC.,,SE REPARO FUGA EN TUBERIA CENTRAL      ARROYO ASFALTO     2.50X1.00,"SE REPARA FTC, GENERA BA",20381976.0,,35129.0,35129.0,124.0,SECTOR 11/BLOQUE 01 - RUTA 110014,786358.283671,2420382.24299,27087.0,2020-11-15,2020-11-20,5 days,-17 days,0.174354,0.04,275.4424029673595
452,452,27588.0,2020-11-30,2020-11-30,2020-12-01,2020-12-01,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,BOSQUES DEL PRADO NTE. FRACC.,,SE REPARO FUGA EN TUBERIA CENTRAL    ARROYO  1.10X.80    BANQUETA   2.00X1.50,"SE REPARA FTC, GENERA BA",20358240.0,,49155.0,49155.0,274.0,SECTOR 08/BLOQUE 01 - RUTA 814901,777535.100065,2426124.49271,27588.0,2020-11-15,2020-11-20,5 days,-16 days,0.174354,0.04,343.5866157702223
453,453,27135.0,2020-12-02,2020-12-02,2020-12-04,2020-12-04,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,OJOCALIENTE FOVISSSTE I FRACC.,,SE REPARO FUGA EN TUBERIA CENTRAL      ARROYO    1.30X1.00,"SE REPARA FTC, GENERA BA",20464893.0,,114545.0,114545.0,127.0,SECTOR 05/BLOQUE 06 - RUTA 517800,783243.607643,2421346.02769,27135.0,2020-11-15,2020-11-20,5 days,-19 days,0.174354,0.04,327.4297324975723
454,454,27134.0,2020-12-02,2020-12-02,2020-12-04,2020-12-04,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,LOS POCITOS EJIDO,,SE REPARO FUGA EN TUBERIA CENTRAL     ARROYO   2.90X.80,"SE REPARA FTC, GENERA BA",20464879.0,,120776.0,120776.0,154.0,SECTOR ARU/BLOQUE 01 - RUTA RUDN06,775275.908908,2426553.94275,27134.0,2020-11-15,2020-11-20,5 days,-19 days,0.174354,0.04,357.78921120963867
455,455,27129.0,2020-12-02,2020-12-02,2020-12-04,2020-12-04,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,OJOCALIENTE FRACC.,,SE REPARO FUGA EN TUBERIA CENTRAL ARROYO      1.90X.80       .60X.80,"SE REPARA FTC, GENERA BA",20464781.0,,223210.0,223210.0,4.0,SECTOR 05/BLOQUE 08 - RUTA 514606,783558.081745,2422629.29571,27129.0,2020-11-15,2020-11-20,5 days,-19 days,0.174354,0.04,330.1262974799137
456,456,27653.0,2020-12-04,2020-12-04,2020-12-05,2020-12-05,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,SAN MARCOS COL.,,SE REPARO FUGA EN TOMA CENTRAL  ARROYO 1.35*1.00,"SE REPARA FTC, GENERA BA",20469205.0,,158094.0,158094.0,101.0,SECTOR 04/BLOQUE 02 - RUTA 403900,778099.668304,2422167.62742,27653.0,2020-11-15,2020-11-20,5 days,-20 days,0.174354,0.04,227.6776043859113
457,457,27651.0,2020-12-04,2020-12-04,2020-12-05,2020-12-05,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,ZONA CENTRO DTO. NORTE,,SE REPARO FUGA EN TOMA CENTRAL ARROYO 1.50*1.00,"SE REPARA FTC, GENERA BA",20469202.0,,136966.0,136966.0,138.0,SECTOR 01/BLOQUE 01 - RUTA 100301,779469.272932,2422288.6342,27651.0,2020-11-15,2020-11-20,5 days,-20 days,0.174354,0.04,171.90508551632132
458,458,27652.0,2020-12-04,2020-12-04,2020-12-05,2020-12-05,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,LAS HADAS FRACC.,,SE REPARO FUGA EN TOMA CENTRAL ARROYO 1.50*1.10              2 SEÑALAMIENTOS,"SE REPARA FTC, GENERA BA",20469203.0,,94899.0,94899.0,152.0,SECTOR 08/BLOQUE 02 - RUTA 807505,779834.0531,2424816.17631,27652.0,2020-11-15,2020-11-20,5 days,-20 days,0.174354,0.04,326.17587141029253
459,459,27502.0,2020-12-05,2020-12-05,2020-12-07,2020-12-07,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,JOSE LOPEZ PORTILLO FRACC.,,SE REPARO FUGA EN TUBERIA CENTRAL     BANQUETA    1.30X.65    1.00X.65  1 SEÑALAMIENTO DE PLASTICO,"SE REPARA FTC, GENERA BA",20521868.0,,257375.0,257375.0,105.0,SECTOR 09/BLOQUE 02 - RUTA 913909,776582.563715,2419162.19411,27502.0,2020-11-15,2020-11-20,5 days,-22 days,0.174354,0.04,211.90143039774395
460,460,27043.0,2020-12-05,2020-12-05,2020-12-07,2020-12-07,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,SAN PEDRO CIENEGUILLA,,SE REPARO FUGA EN TUBERIA CENTRAL  TIERRA    2.00X1.30,"SE REPARA FTC, GENERA BA",20520235.0,,222288.0,222288.0,134.0,SECTOR AR/BLOQUE 03 - RUTA R50500,767786.01862,2403643.62902,27043.0,2020-11-15,2020-11-20,5 days,-22 days,0.174354,0.04,360.1512428286086
461,461,27197.0,2020-12-09,2020-12-09,2020-12-10,2020-12-10,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,MORELOS II FRACC.,,SE REPARO FUGA EN TOMA CENTRAL      ARROYO 1.70*.90,"SE REPARA FTC, GENERA BA",20617050.0,,43533.0,43533.0,49.0,SECTOR 10/BLOQUE 03 - RUTA MO0025,782671.084135,2418890.38252,27197.0,2020-11-15,2020-11-20,5 days,-25 days,0.174354,0.04,302.712448937437
462,462,27196.0,2020-12-09,2020-12-09,2020-12-10,2020-12-10,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,SANTA ANITA FRACC.,,SE REPARO FUGA EN TOMA CENTRAL BANQUETA 1.40*.90,"SE REPARA FTC, GENERA BA",20617047.0,,223418.0,223418.0,248.0,SECTOR 05/BLOQUE 04 - RUTA 513005,781285.729885,2423846.77445,27196.0,2020-11-15,2020-11-20,5 days,-25 days,0.174354,0.04,273.1721312422691
463,463,27195.0,2020-12-09,2020-12-09,2020-12-10,2020-12-10,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,VILLAS DE LAS FUENTES FRACC.,,SE REPARO FUGA EN TOMA CENTRAL       ARROYO 1.50*1.00                      3 SEÑALAMIENTOS,"SE REPARA FTC, GENERA BA",20617044.0,,316971.0,316971.0,87.0,SECTOR 12/BLOQUE 02 - RUTA 121402,785207.1987,2425704.20175,27195.0,2020-11-15,2020-11-20,5 days,-25 days,0.174354,0.04,230.60424805196078
464,464,27194.0,2020-12-09,2020-12-09,2020-12-10,2020-12-10,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,VALLE DE LOS CACTUS FRACC.,,SE REPARO FUGA EN TOMA CENTRAL ARROYO 1.50*1.00,"SE REPARA FTC, GENERA BA",20617042.0,,50080.0,50080.0,134.0,SECTOR 11/BLOQUE 01 - RUTA 110015,785979.373763,2420787.84169,27194.0,2020-11-15,2020-11-20,5 days,-25 days,0.174354,0.04,221.71449526086064
465,465,27754.0,2020-12-11,2020-12-11,2020-12-12,2020-12-12,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,OJO DE AGUA COL.,,SE REPARO FUGA EN TOMA CENTRAL      ARROYO 1.00*.80                 2 SEÑALAMIENTOS,"SE REPARA FTC, GENERA BA",20653727.0,,48906.0,48906.0,73.0,SECTOR 02/BLOQUE 01 - RUTA 202002,781379.805034,2420318.77716,27754.0,2020-11-15,2020-11-20,5 days,-27 days,0.174354,0.04,299.7723229979386
466,466,27697.0,2020-12-14,2020-12-14,2020-12-14,2020-12-14,FUGAS VEOLIA 1,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,JARD. DE LA CONVENCION FRACC.,EN MEDIO DE LA CALLE,"ninguno,https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525481585268","SE REPARA FTC, GENERA BA",19717301.0,,2145.0,121540.0,0.0,,777663.54063,2423074.29958,27697.0,2020-11-15,2020-11-20,5 days,-29 days,0.174354,0.04,257.5996848037387
467,467,28178.0,2020-12-17,2020-12-17,2020-12-18,2020-12-18,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,MORELOS I FRACC.,,SE REPARO FUGA EN TOMA CENTRAL ARROYO 1.90*1.10     2 SEÑALAMIENTOS,"SE REPARA FTC, GENERA BA",20824033.0,,262810.0,262810.0,258.0,SECTOR 10/BLOQUE 03 - RUTA MO0011,782266.002106,2419300.62129,28178.0,2020-11-15,2020-11-20,5 days,-33 days,0.174354,0.04,203.89855168477155
468,468,28068.0,2020-12-18,2020-12-18,2020-12-19,2020-12-19,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,EL LLANITO FRACC.,,SE REPARO FUGA EN TOMA CENTRAL  BANQUETA .50*.50 .60*.50,"SE REPARA FTC, GENERA BA",20827394.0,,206216.0,206216.0,11.0,SECTOR 02/BLOQUE 01 - RUTA 201601,780396.228814,2421816.54766,28068.0,2020-11-15,2020-11-20,5 days,-34 days,0.174354,0.04,140.3410461589088
469,469,28207.0,2020-12-22,2020-12-22,2020-12-23,2020-12-23,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,JARD. DE LA CONVENCION FRACC.,,SE REPARO FUGA EN TOMA CENTRAL BANQUETA 1.00*1.00,"SE REPARA FTC, GENERA BA",20944718.0,,110449.0,110449.0,6.0,SECTOR 05/BLOQUE 05 - RUTA 517900,781526.838477,2420746.84911,28207.0,2020-11-25,2020-11-29,4 days,-28 days,0.199062,0.94,198.08578865156036
470,470,28117.0,2020-12-23,2020-12-23,2020-12-26,2020-12-26,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,GUADALUPE POSADA UNID. HAB.,,SE REPARO FUGA EN TOMA CENTRAL ARROYO 1.20*1.10      2 SEÑALAMIENTOS,"SE REPARA FTC, GENERA BA",20951203.0,,151140.0,151140.0,62.0,SECTOR 08/BLOQUE 03 - RUTA 811001,777885.220544,2422369.72863,28117.0,2020-11-25,2020-11-29,4 days,-31 days,0.199062,0.94,280.6888037645387
471,471,28098.0,2020-12-28,2020-12-28,2020-12-28,2020-12-28,FUGAS VEOLIA 2,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,COLINAS DEL RIO FRACC.,,",https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525481954720","SE REPARA FTC, GENERA BA",20985227.0,,45849.0,45849.0,70.0,SECTOR 08/BLOQUE 03 - RUTA 813200,776425.091976,2423525.48916,28098.0,2020-11-25,2020-11-29,4 days,-33 days,0.199062,0.94,484.873692401946
472,472,34883.0,2020-12-30,2020-12-30,2021-01-02,2021-01-02,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,VALLE DE LOS CACTUS FRACC.,,SE REPARO FUGA EN TOMA CENTRAL ARROYO 3.00*1.00,"SE REPARA FTC, GENERA BA",21067778.0,,50080.0,50080.0,134.0,SECTOR 11/BLOQUE 01 - RUTA 110015,785979.373763,2420787.84169,34883.0,2020-12-20,2020-12-22,2 days,-13 days,0.164598,33.2,342.34679108490644
473,473,34790.0,2021-01-01,2021-01-01,2020-11-03,2021-01-06,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,OJOCALIENTE FRACC.,"FUGA EN ARROYO VEHICULAR, MENCIONA QUE ES MUY ABUNDANTE EL BROTE DE AGUA",SE REPARO FUGA EN TOMA CENTRAL ARROYO 1.50*.85,"SE REPARA FTC, GENERA BA",19687340.0,,219556.0,219556.0,62.0,SECTOR 05/BLOQUE 08 - RUTA 514615,783548.209947,2422295.34714,34790.0,2020-12-28,2020-12-31,3 days,-9 days,0.039934,10.53,487.1272899028365
474,474,34881.0,2021-01-02,2021-01-02,2021-01-04,2021-01-04,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,VALLE DE LOS CACTUS FRACC.,,SE REPARO FUGA EN TUBERIA CENTRAL      ARROYO   2.00X.80     ASFALTO,"SE REPARA FTC, GENERA BA",21101351.0,,50369.0,50369.0,131.0,SECTOR 11/BLOQUE 01 - RUTA 110015,785991.983068,2420774.99579,34881.0,2020-12-20,2020-12-22,2 days,-15 days,0.164598,33.2,348.2375791563803
475,475,35159.0,2021-01-12,2021-01-12,2021-01-13,2021-01-13,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,MORELOS I FRACC.,,SE REPARO FUGA EN TUBERIA CENTRAL      ARROYO     2.00X1.00,"SE REPARA FTC, GENERA BA",21387969.0,,81139.0,81139.0,25.0,SECTOR 10/BLOQUE 02 - RUTA MO0014,782181.154314,2419247.00858,35159.0,2020-12-28,2020-12-31,3 days,-16 days,0.039934,10.53,233.427165270562
476,476,35099.0,2021-01-13,2021-01-13,2021-01-13,2021-01-13,FUGAS VEOLIA 15,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,VALLE DE LOS CACTUS FRACC.,,"reparada,https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525482343385","SE REPARA FTC, GENERA BA",21384946.0,,53107.0,53107.0,105.0,SECTOR 11/BLOQUE 01 - RUTA 110015,786110.075959,2420655.37485,35099.0,2020-12-28,2020-12-31,3 days,-16 days,0.039934,10.53,214.12526612624907
477,477,35981.0,2021-01-14,2021-01-14,2021-01-15,2021-01-15,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,LOS BOSQUES FRACC.,,SE REPARO FUGA EN TOMA CENTRAL ARROYO 3.00*1.10,"SE REPARA FTC, GENERA BA",21456111.0,,67083.0,67083.0,34.0,SECTOR 08/BLOQUE 01 - RUTA 813404,777906.405206,2426689.34492,35981.0,2020-12-28,2020-12-31,3 days,-18 days,0.039934,10.53,141.2395707394569
478,478,36163.0,2021-01-15,2021-01-15,2021-01-15,2021-01-15,FUGAS VEOLIA 5,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,SANTA MARIA DE GALLARDO,,",https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525482386381","SE REPARA FTC, GENERA BA",21455803.0,,44315.0,44315.0,209.0,SECTOR AR/BLOQUE 02 - RUTA R40400,797615.984116,2441121.94877,36163.0,2020-12-28,2020-12-31,3 days,-18 days,0.039934,10.53,285.7108758181792
479,479,35624.0,2021-01-15,2021-01-15,2021-01-15,2021-01-15,FUGAS VEOLIA 5,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,SANTA MARIA DE GALLARDO,,",https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525482394989","SE REPARA FTC, GENERA BA",21456182.0,,241348.0,241348.0,102.0,SECTOR AR/BLOQUE 02 - RUTA R40400,797615.051999,2441175.62429,35624.0,2020-12-28,2020-12-31,3 days,-18 days,0.039934,10.53,275.53312157163896
480,480,35959.0,2021-01-18,2021-01-18,2021-01-19,2021-01-19,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,BOULEVARES FRACC.,,SE REPARO FUGA EN TOMA CENTRAL ARROYO 2.10*1.20,"SE REPARA FTC, GENERA BA",21533001.0,,100855.0,100855.0,239.0,SECTOR 09/BLOQUE 03 - RUTA 914102,778751.133346,2419690.13638,35959.0,2020-12-28,2020-12-31,3 days,-22 days,0.039934,10.53,180.9399124687524
481,481,35323.0,2021-01-18,2021-01-18,2021-01-18,2021-01-18,FUGAS VEOLIA 5,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,HACIENDAS DE AGS. FRACC.,,",https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525482429025","SE REPARA FTC, GENERA BA",21500102.0,,189240.0,189240.0,74.0,SECTOR 05/BLOQUE 08 - RUTA 519405,784523.4603,2423122.33965,35323.0,2020-12-28,2020-12-31,3 days,-21 days,0.039934,10.53,181.8029914524364
482,482,35667.0,2021-01-22,2021-01-22,2021-01-25,2021-01-25,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,JOSE LOPEZ PORTILLO FRACC.,,"SE REPARO FUGA EN TOMA CENTRAL
            BANQUETA .80*.80","SE REPARA FTC, GENERA BA",21678908.0,,304586.0,304586.0,217.0,SECTOR 09/BLOQUE 01 - RUTA 914003,776631.047628,2419009.6591,35667.0,2020-12-28,2020-12-31,3 days,-28 days,0.039934,10.53,187.34280832169
483,483,35822.0,2021-01-25,2021-01-25,2021-01-25,2021-01-25,FUGAS VEOLIA 10,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,OJOCALIENTE FOVISSSTE II FRACC,,"se reparo tubo central,https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525482561891","SE REPARA FTC, GENERA BA",21677221.0,,94405.0,94405.0,126.0,SECTOR 05/BLOQUE 06 - RUTA 517801,783247.067431,2421131.50712,35822.0,2020-12-28,2020-12-31,3 days,-28 days,0.039934,10.53,309.6924769882008
484,484,35799.0,2021-01-25,2021-01-25,2021-01-26,2021-01-26,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,SAN MARCOS COL.,,SE REPARO FUGA EN TOMA CENTRAL ARROYO 1.30*1.00,"SE REPARA FTC, GENERA BA",21707568.0,,158094.0,158094.0,101.0,SECTOR 04/BLOQUE 02 - RUTA 403900,778099.668304,2422167.62742,35799.0,2020-12-28,2020-12-31,3 days,-29 days,0.039934,10.53,178.73691145472824
485,485,35798.0,2021-01-25,2021-01-25,2021-01-26,2021-01-26,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,OJOCALIENTE FOVISSSTE II FRACC,,SE REPARO FUGA EN TOMA CENTRAL ARROYO 1.20*1.20,"SE REPARA FTC, GENERA BA",21707566.0,,94405.0,94405.0,126.0,SECTOR 05/BLOQUE 06 - RUTA 517801,783247.067431,2421131.50712,35798.0,2020-12-28,2020-12-31,3 days,-29 days,0.039934,10.53,309.6924769882008
486,486,35520.0,2021-01-26,2021-01-26,2021-01-27,2021-01-27,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,SALTO DEL OJOCALIENTE COL.,,SE REPARO FUGA EN TOMA CENTRALARROYO 1.50*.90,"SE REPARA FTC, GENERA BA",21729333.0,,109506.0,109506.0,151.0,SECTOR 10/BLOQUE 06 - RUTA MO0084,784333.882972,2420940.57717,35520.0,2020-12-28,2020-12-31,3 days,-30 days,0.039934,10.53,247.0727358683457
487,487,35521.0,2021-01-26,2021-01-26,2021-01-27,2021-01-27,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,SALTO DEL OJOCALIENTE COL.,,SE REPARO FUGA EN TOMA CENTRAL ARROYO 1.00*1.20,"SE REPARA FTC, GENERA BA",21729334.0,,226571.0,226571.0,153.0,SECTOR 10/BLOQUE 06 - RUTA MO0084,784346.784532,2420928.8216,35521.0,2020-12-28,2020-12-31,3 days,-30 days,0.039934,10.53,242.79085829621653
488,488,35682.0,2021-01-26,2021-01-26,2021-01-26,2021-01-26,FUGAS VEOLIA 12,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,LOS NEGRITOS EJIDO,,"se reparo tubo central,https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525482583537","SE REPARA FTC, GENERA BA",21691863.0,,27470.0,27470.0,48.0,SECTOR ARU/BLOQUE 01 - RUTA RUDC00,774407.857808,2421081.86251,35682.0,2020-12-28,2020-12-31,3 days,-29 days,0.039934,10.53,298.91846413126984
489,489,36195.0,2021-01-28,2021-01-28,2021-01-28,2021-01-28,FUGAS VEOLIA 5,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,LOMAS DE ORIENTE FRACC.,,",https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525482650264","SE REPARA FTC, GENERA BA",21746479.0,,5335.0,5335.0,140.0,SECTOR 05/BLOQUE 11 - RUTA 517103,783358.788078,2425890.331,36195.0,2020-12-28,2020-12-31,3 days,-31 days,0.039934,10.53,260.9217587845314
490,490,36081.0,2021-01-29,2021-01-29,2021-01-29,2021-01-29,FUGAS VEOLIA 5,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,VILLERIAS FRACC.,,",https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525482657653","SE REPARA FTC, GENERA BA",21795136.0,,141194.0,141194.0,102.0,SECTOR 05/BLOQUE 08 - RUTA 519601,784463.078083,2422579.63338,36081.0,2020-12-28,2020-12-31,3 days,-32 days,0.039934,10.53,191.0465327424721
491,491,35613.0,2021-01-29,2021-01-29,2021-01-30,2021-01-30,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,PILAR BLANCO FRACC.,,SE REPARO FUGA EN TOMA CENTRAL             ARROYO 1.30*1.00,"SE REPARA FTC, GENERA BA",21796313.0,,248154.0,248154.0,165.0,SECTOR 09/BLOQUE 04 - RUTA 914806,779108.634055,2418737.78896,35613.0,2020-12-28,2020-12-31,3 days,-33 days,0.039934,10.53,105.8454911602095
492,492,35614.0,2021-01-29,2021-01-29,2021-01-30,2021-01-30,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,MORELOS II FRACC.,,SE REPARO FUGA EN TOMA CENTRAL                   ARROYO 5.00*1.20,"SE REPARA FTC, GENERA BA",21796314.0,,172218.0,172218.0,3.0,SECTOR 10/BLOQUE 03 - RUTA MO0026,782697.093856,2419062.13341,35614.0,2020-12-28,2020-12-31,3 days,-33 days,0.039934,10.53,186.68561309347564
493,493,35357.0,2021-02-01,2021-02-01,2021-02-02,2021-02-02,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,LAURELES DEL SUR FRACC.,,SE REPARO FUGA EN TOMA CENTRAL                  ARROYO 1.20*.80,"SE REPARA FTC, GENERA BA",21839911.0,,125395.0,125395.0,33.0,SECTOR 10/BLOQUE 01 - RUTA MO0147,782195.75,2416032.505,35357.0,2021-01-22,2021-01-23,1 days,-11 days,0.12025,14.41,793.7560045294169
494,494,35856.0,2021-02-03,2021-02-03,2021-02-04,2021-02-04,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,OJO DE AGUA FOVI FRACC.,,SE REPARO FUGA EN TOMA CENTRAL      ARROYO 1.40*1.20,"SE REPARA FTC, GENERA BA",21925490.0,,154658.0,154658.0,207.0,SECTOR 05/BLOQUE 05 - RUTA 517901,781519.393477,2420524.19797,35856.0,2021-01-22,2021-01-23,1 days,-13 days,0.12025,14.41,371.5955870897589
495,495,35781.0,2021-02-04,2021-02-04,2021-02-05,2021-02-05,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,SAN IGNACIO COL.,,SE REPARO FUGA EN TOMA CENTRAL  BANQUETA 5.00*.90,"SE REPARA FTC, GENERA BA",21961398.0,,58437.0,58437.0,227.0,SECTOR ARU/BLOQUE 01 - RUTA RUDC04,774689.576215,2423244.00313,35781.0,2021-01-22,2021-01-23,1 days,-14 days,0.12025,14.41,292.7379214191161
496,496,36171.0,2021-02-04,2021-02-04,2021-02-04,2021-02-04,FUGAS VEOLIA 5,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,SANTA MARIA DE GALLARDO,,",https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525482734436","SE REPARA FTC, GENERA BA",21926358.0,,68446.0,68446.0,31.0,SECTOR AR/BLOQUE 02 - RUTA R40400,797899.554256,2441011.60455,36171.0,2021-01-22,2021-01-23,1 days,-13 days,0.12025,14.41,489.87227010773887
497,497,35451.0,2021-02-04,2021-02-04,2021-02-04,2021-02-04,FUGAS VEOLIA 5,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,SANTA MARIA DE GALLARDO,,",https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525482734867","SE REPARA FTC, GENERA BA",21927249.0,,147664.0,147664.0,25.0,SECTOR AR/BLOQUE 02 - RUTA R40400,797983.271738,2440982.24887,35451.0,2021-01-22,2021-01-23,1 days,-13 days,0.12025,14.41,455.9772866806104
498,498,35245.0,2021-02-05,2021-02-05,2021-02-06,2021-02-06,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,MONTORO EJIDO,,SE REPARO FUGA EN TOMA CENTRAL ARROYO 2.40*1.000          .80*.60          2 SEÑALAMIENTOS,"SE REPARA FTC, GENERA BA",21963031.0,,38106.0,38106.0,273.0,SECTOR AR/BLOQUE 03 - RUTA R60400,778955.617317,2408245.56129,35245.0,2021-01-22,2021-01-23,1 days,-15 days,0.12025,14.41,527.9389211303323
499,499,35578.0,2021-02-08,2021-02-08,2021-02-08,2021-02-08,FUGAS VEOLIA 12,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,SAN IGNACIO COL.,,"se reparo tubo central,https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525482779223","SE REPARA FTC, GENERA BA",21996872.0,,268531.0,268531.0,151.0,SECTOR ARU/BLOQUE 01 - RUTA RUDC04,774928.910988,2423134.76719,35578.0,2021-01-29,2021-02-01,3 days,-10 days,0.168836,3.24,294.302514461904
500,500,35542.0,2021-02-09,2021-02-09,2021-02-10,2021-02-10,CT - MANTTO. DE REDES,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,CAÑADA GDE. DE COTORINAS,,SE REPARA FUGA EN TOMA CENTRAL  ARROYO 2.00*1.00,"SE REPARA FTC, GENERA BA",22053790.0,,4778.0,4778.0,9.0,SECTOR EG/BLOQUE 01 - RUTA EGAR03,785683.850147,2411386.48314,35542.0,2021-01-29,2021-02-01,3 days,-12 days,0.168836,3.24,287.7716055155289
501,501,36219.0,2021-02-10,2021-02-10,2021-02-10,2021-02-10,FUGAS VEOLIA 5,8.0,10208.0,FTC - FUGA EN TUBERIA CENTRAL,EL PUERTECITO FRACC.,,",https://cloud.got-itsolutions.com/base/Tareas/ReportegenericoOrdenes/1525482823992","SE REPARA FTC, GENERA BA",22091298.0,,329094.0,329094.0,2.0,SECTOR 05/BLOQUE 13 - RUTA 508712,784576.239207,2428212.83942,36219.0,2021-01-29,2021-02-01,3 days,-12 days,0.168836,3.24,185.1373684902676
